,Device_type,Device_ID,Device_brand,Device_model,Manufacture_Date,Allocation_Date,device_in_use,water_damage,device_responsive,battery_health,Usage(hrs),Latency(ms)
590,Feature Phone,20318895,Nokia,6300,2017-02-16,2021-04-15,Yes,No,Yes,Good,19.57,Good
591,Feature Phone,11591948,Samsung,225,2019-05-06,2021-08-01,Yes,No,Yes,Good,15.11,Good
592,Laptop,30907812,Lenovo,ThinkPad,2015-11-29,2021-04-18,No,Yes,No,Poor,1.89,Poor
593,Laptop,40291741,Lenovo,ThinkPad,2019-02-07,2021-05-19,No,No,No,Good,13.42,Good
594,Smart Phone,76537301,OnePlus,OnePlus 7T,2020-07-30,2021-07-20,No,Yes,No,Average,6.3,Average
595,Feature Phone,99358167,Samsung,125,2016-01-09,2021-08-01,No,No,No,Good,19.94,Good
596,Smart Phone,87610093,Apple,Iphone 5,2016-07-22,2021-01-01,No,No,No,Good,15.84,Good
597,Laptop,35452850,HP,EliteBook,2018-10-24,2021-04-07,No,Yes,No,Good,17.99,Good
598,Feature Phone,16852006,Samsung,225,2014-06-02,2021-07-20,No,Yes,Yes,Poor,4.51,Poor
599,Smart Phone,75463649,Nokia,T20,2016-04-19,2021-03-01,No,Yes,No,Average,9.23,Average
600,Laptop,00195935,HP,EliteBook,2019-04-26,2021-01-24,Yes,No,Yes,Good,18.9,Good
601,Laptop,02230665,Dell,Inspiron,2017-04-27,2021-05-23,No,Yes,No,Good,16.61,Good
602,Smart Phone,83306419,OnePlus,OnePlus 6T,2015-10-19,2021-03-08,No,Yes,Yes,Poor,2.63,Poor
603,Feature Phone,79733663,Nokia,125,2019-10-25,2021-07-13,No,Yes,No,Poor,1.62,Poor
604,Feature Phone,35806400,Nokia,225,2014-07-27,2021-05-08,No,Yes,No,Good,15.19,Good
605,Feature Phone,42133384,Nokia,6300,2019-02-27,2021-03-27,No,No,No,Poor,2.94,Poor
606,Feature Phone,53033376,Nokia,5310,2016-04-23,2021-07-11,No,Yes,Yes,Average,9.65,Average
607,Feature Phone,38797194,Samsung,125,2014-05-30,2021-01-16,No,Yes,No,Average,6.1,Average
608,Laptop,28131250,HP,Probook,2015-01-25,2021-04-23,No,Yes,No,Poor,4.65,Poor
609,Smart Phone,60759061,Samsung,Galaxy Note 9,2018-11-26,2021-01-01,No,Yes,No,Poor,1.8,Poor
610,Laptop,86088947,HP,EliteBook,2016-06-21,2021-03-21,No,No,No,Good,14.97,Good
611,Laptop,86051286,Lenovo,ThinkPad,2018-10-17,2021-06-21,No,No,No,Poor,3.22,Poor
612,Laptop,35598992,Apple,ProBook,2016-06-26,2021-05-08,No,No,No,Good,19.63,Good
613,Smart Phone,06893118,Oppo,N1,2015-08-29,2021-03-09,No,No,Yes,Average,8.46,Average
614,Feature Phone,70448351,Nokia,6300,2016-03-04,2021-02-16,No,No,No,Good,11.2,Good
615,Smart Phone,71144283,Oppo,A52,2014-09-19,2021-01-29,No,No,No,Good,11.73,Good
616,Feature Phone,19438375,Samsung,6300,2020-10-06,2021-03-05,No,Yes,No,Good,19.77,Good
617,Feature Phone,41710708,Nokia,215,2019-04-13,2021-03-25,No,Yes,No,Average,8.11,Average
618,Feature Phone,79674058,Samsung,225,2017-11-10,2021-03-13,No,Yes,Yes,Average,9.52,Average
619,Laptop,03306895,Dell,Inspiron,2016-04-29,2021-07-21,No,No,No,Average,6.4,Average
620,Smart Phone,04418788,OnePlus,OnePlus 6T,2019-03-01,2021-03-10,No,No,No,Poor,3.38,Poor
621,Laptop,99670047,HP,EliteBook,2018-11-29,2021-02-03,Yes,Yes,Yes,Poor,2.99,Poor
622,Smart Phone,31565042,Nokia,T20,2018-09-22,2021-02-02,No,Yes,Yes,Average,7.28,Average
623,Smart Phone,70853216,Oppo,Joy,2015-05-18,2021-01-31,Yes,No,Yes,Good,13.97,Good
624,Laptop,67868766,Lenovo,Ideapad,2014-04-22,2021-05-22,No,No,No,Average,7.43,Average
625,Laptop,02842943,Lenovo,ThinkPad,2020-11-20,2021-07-23,No,Yes,Yes,Average,7.77,Average
626,Smart Phone,83016585,Samsung,Galaxy A8s,2018-11-13,2021-04-09,No,Yes,Yes,Poor,4.6,Poor
627,Smart Phone,93579117,Nokia,C20 Plus,2017-12-12,2021-05-07,No,No,No,Good,14.58,Good
628,Feature Phone,24445788,Nokia,5310,2016-11-15,2021-01-22,No,No,No,Good,18.51,Good
629,Laptop,06878726,HP,Probook,2015-12-05,2021-01-06,No,No,No,Average,6.21,Average
630,Feature Phone,87716825,Nokia,215,2015-07-04,2021-07-22,No,No,No,Good,13.35,Good
631,Feature Phone,02511290,Nokia,5310,2020-01-08,2021-04-12,No,No,No,Poor,4.7,Poor
632,Smart Phone,12874200,Blackberry,Keyone,2014-02-11,2021-07-28,No,Yes,No,Good,18.56,Good
633,Feature Phone,90705410,Nokia,125,2019-04-01,2021-05-29,No,No,No,Poor,1.36,Poor
634,Feature Phone,97941484,Nokia,125,2019-05-25,2021-03-17,No,No,No,Good,12.35,Good
635,Laptop,69473647,Dell,Inspiron,2015-10-14,2021-06-11,No,Yes,Yes,Poor,3.49,Poor
636,Laptop,59682943,Dell,Vostro,2015-05-14,2021-06-23,No,No,No,Average,7.82,Average
637,Smart Phone,27159927,Apple,Iphone XR,2017-01-24,2021-06-21,No,Yes,No,Average,8.0,Average
638,Laptop,07742842,Dell,Vostro,2018-04-29,2021-02-09,No,No,No,Poor,2.19,Poor
639,Laptop,71789415,Dell,Vostro,2015-06-01,2021-01-10,No,No,Yes,Average,7.44,Average
640,Feature Phone,48373227,Nokia,215,2018-01-10,2021-07-22,Yes,No,Yes,Poor,1.53,Poor
641,Laptop,33548951,Lenovo,ThinkPad,2020-12-07,2021-03-29,No,No,No,Poor,4.44,Poor
642,Feature Phone,71327051,Samsung,225,2018-07-19,2021-04-16,No,No,Yes,Poor,2.48,Poor
643,Smart Phone,41658376,Oppo,R1,2017-10-31,2021-02-24,No,No,Yes,Good,12.88,Good
644,Smart Phone,45598531,OnePlus,OnePlus 9R,2017-11-07,2021-07-30,Yes,Yes,Yes,Good,17.37,Good
645,Smart Phone,69987847,Nokia,C20 Plus,2017-11-21,2021-07-10,No,No,No,Poor,3.84,Poor
646,Laptop,13929886,Dell,Inspiron,2018-01-12,2021-06-27,No,No,No,Poor,3.63,Poor
647,Smart Phone,79827232,Blackberry,Aurora,2020-02-25,2021-06-07,No,No,No,Poor,4.84,Poor
648,Laptop,89604618,Lenovo,ThinkPad,2017-06-05,2021-04-10,Yes,No,Yes,Average,6.8,Average
649,Feature Phone,48652797,Samsung,5310,2016-05-20,2021-04-13,No,No,No,Poor,1.54,Poor
650,Feature Phone,46175991,Samsung,5310,2015-10-22,2021-04-11,No,No,Yes,Good,19.86,Good
651,Laptop,74968664,Lenovo,Ideapad,2014-10-12,2021-02-02,Yes,No,Yes,Poor,2.53,Poor
652,Feature Phone,52348587,Samsung,125,2020-10-13,2021-06-04,No,No,No,Poor,2.87,Poor
653,Smart Phone,34240571,Samsung,Galaxy S9,2014-11-25,2021-04-15,Yes,Yes,Yes,Poor,4.87,Poor
654,Feature Phone,82661854,Nokia,5310,2017-09-24,2021-03-29,No,No,Yes,Poor,4.52,Poor
655,Laptop,93112000,Dell,Inspiron,2018-11-13,2021-03-08,Yes,No,Yes,Average,8.59,Average
656,Smart Phone,20702298,Apple,Iphone 12,2016-08-14,2021-07-30,No,No,No,Poor,1.64,Poor
657,Laptop,77092533,Lenovo,Ideapad,2014-02-01,2021-05-02,No,No,No,Good,11.6,Good
658,Smart Phone,48061599,Blackberry,Torch,2018-05-30,2021-06-23,No,No,No,Poor,2.74,Poor
659,Smart Phone,09905429,Oppo,A52,2020-11-17,2021-01-22,No,Yes,Yes,Average,8.31,Average
660,Laptop,47029576,Lenovo,Ideapad,2015-03-30,2021-01-09,Yes,No,Yes,Average,7.11,Average
661,Smart Phone,79436076,OnePlus,OnePlus 7,2017-06-10,2021-02-11,Yes,Yes,Yes,Average,6.53,Average
662,Laptop,18289916,Apple,ProBook,2015-11-26,2021-01-10,No,Yes,Yes,Good,11.11,Good
663,Feature Phone,40066035,Samsung,225,2018-09-21,2021-01-16,No,Yes,No,Poor,2.84,Poor
664,Feature Phone,54741294,Nokia,125,2015-05-18,2021-04-12,No,Yes,No,Average,7.47,Average
665,Smart Phone,45756580,Apple,Iphone 12,2019-11-16,2021-05-13,No,No,No,Good,11.54,Good
666,Smart Phone,95498461,Apple,Iphone 11,2018-06-04,2021-05-16,No,No,Yes,Average,9.51,Average
667,Smart Phone,11053514,Samsung,Galaxy J7 duo,2014-06-19,2021-03-06,No,No,No,Poor,4.29,Poor
668,Laptop,39517487,Lenovo,Ideapad,2020-04-16,2021-06-19,No,No,No,Poor,2.43,Poor
669,Feature Phone,95006444,Samsung,125,2014-12-10,2021-02-19,No,No,No,Average,7.58,Average
670,Laptop,05528936,Apple,MacBook,2018-09-04,2021-06-13,No,No,No,Poor,1.54,Poor
671,Feature Phone,19889832,Nokia,5310,2020-12-12,2021-04-13,No,No,No,Good,13.6,Good
672,Feature Phone,96822661,Samsung,225,2017-12-09,2021-05-14,Yes,Yes,Yes,Average,8.73,Average
673,Smart Phone,64833057,Blackberry,Q5,2017-03-26,2021-05-30,No,Yes,No,Average,8.18,Average
674,Laptop,76050039,HP,EliteBook,2020-10-29,2021-06-21,No,No,No,Average,7.0,Average
675,Feature Phone,53579119,Nokia,5310,2018-02-17,2021-04-07,No,Yes,No,Good,13.5,Good
676,Laptop,09201101,HP,Probook,2016-08-28,2021-05-26,Yes,Yes,Yes,Good,15.71,Good
677,Laptop,00625395,Dell,Inspiron,2020-04-26,2021-05-06,Yes,No,Yes,Poor,4.77,Poor
678,Smart Phone,77554161,Oppo,N1,2017-10-01,2021-07-28,No,Yes,No,Good,14.5,Good
679,Smart Phone,50277780,OnePlus,OnePlus 6,2019-05-30,2021-01-30,No,No,Yes,Poor,1.49,Poor
680,Laptop,56842265,HP,Probook,2016-11-04,2021-04-06,Yes,Yes,Yes,Good,12.39,Good
681,Smart Phone,26848532,Samsung,Galaxy S9,2014-10-28,2021-02-04,No,Yes,No,Average,9.61,Average
682,Feature Phone,55571258,Nokia,225,2014-12-08,2021-04-08,Yes,No,Yes,Average,9.84,Average
683,Smart Phone,86695589,Blackberry,Aurora,2019-01-23,2021-07-17,No,Yes,No,Average,7.95,Average
684,Laptop,08839626,Apple,ProBook,2019-08-09,2021-01-22,Yes,Yes,Yes,Average,7.49,Average
685,Feature Phone,70610079,Nokia,6300,2017-08-09,2021-02-16,No,Yes,No,Average,6.35,Average
686,Smart Phone,14997402,Nokia,T20,2015-09-19,2021-01-12,No,No,No,Average,9.0,Average
687,Laptop,15355911,Dell,Vostro,2017-11-08,2021-02-05,No,No,No,Poor,4.25,Poor
688,Laptop,21371813,Apple,MacBook,2016-09-03,2021-07-21,No,Yes,No,Average,9.8,Average
689,Laptop,73483472,HP,Probook,2019-09-10,2021-05-12,No,Yes,Yes,Poor,2.32,Poor
690,Laptop,42943785,Lenovo,Ideapad,2015-03-20,2021-07-24,No,Yes,Yes,Average,9.0,Average
691,Feature Phone,95542355,Samsung,5310,2020-11-16,2021-02-27,No,No,No,Poor,2.52,Poor
692,Smart Phone,38912665,Apple,Iphone SE,2019-07-29,2021-06-29,Yes,Yes,Yes,Good,16.34,Good
693,Feature Phone,38433955,Nokia,6300,2015-05-25,2021-02-18,No,Yes,No,Good,13.53,Good
694,Feature Phone,30226296,Samsung,215,2018-04-05,2021-06-21,No,No,Yes,Average,9.31,Average
695,Feature Phone,10425114,Samsung,225,2014-06-03,2021-05-03,No,Yes,No,Poor,4.7,Poor
696,Feature Phone,14870392,Nokia,5310,2017-04-11,2021-04-07,No,No,No,Poor,2.72,Poor
697,Feature Phone,77969408,Nokia,125,2019-07-01,2021-03-16,No,Yes,Yes,Average,9.63,Average
698,Laptop,73055877,Dell,Inspiron,2018-03-09,2021-07-06,No,Yes,Yes,Average,6.62,Average
699,Smart Phone,02939520,OnePlus,OnePlus 7pro,2017-05-13,2021-01-07,Yes,No,Yes,Poor,4.45,Poor
700,Feature Phone,45135125,Nokia,5310,2018-12-08,2021-08-01,Yes,No,Yes,Good,15.41,Good
701,Feature Phone,95309897,Nokia,125,2014-11-20,2021-04-13,No,Yes,Yes,Average,8.74,Average
702,Feature Phone,02093031,Nokia,125,2018-03-17,2021-01-19,No,No,No,Poor,1.13,Poor
703,Feature Phone,42162421,Nokia,225,2014-04-18,2021-03-18,No,Yes,No,Poor,2.5,Poor
704,Smart Phone,44883027,Blackberry,Aurora,2018-03-25,2021-01-19,Yes,Yes,Yes,Good,16.99,Good
705,Smart Phone,29445639,Apple,Iphone 6,2020-07-13,2021-04-15,No,Yes,No,Good,16.46,Good
706,Smart Phone,64436784,Blackberry,Aurora,2017-06-04,2021-02-17,No,No,Yes,Poor,2.16,Poor
707,Laptop,64776712,Lenovo,ThinkPad,2020-11-07,2021-06-15,No,No,No,Average,8.6,Average
708,Smart Phone,92133945,Samsung,Galaxy S9,2014-09-30,2021-04-22,No,No,No,Good,18.58,Good
709,Laptop,74177288,Dell,Vostro,2019-05-22,2021-02-23,Yes,Yes,Yes,Average,8.37,Average
710,Feature Phone,22419347,Samsung,6300,2017-10-03,2021-03-01,No,Yes,Yes,Poor,4.12,Poor
711,Smart Phone,79929332,Oppo,A3s,2016-05-20,2021-07-11,No,Yes,Yes,Average,6.88,Average
712,Feature Phone,25211269,Nokia,125,2015-02-19,2021-04-26,No,Yes,No,Good,19.74,Good
713,Smart Phone,11232896,OnePlus,OnePlus nord,2020-08-04,2021-04-04,No,Yes,No,Good,11.58,Good
714,Feature Phone,27916407,Nokia,215,2019-03-28,2021-03-19,No,Yes,No,Good,14.18,Good
715,Smart Phone,76403910,Apple,Iphone 11,2014-01-04,2021-07-06,No,No,No,Average,9.51,Average
716,Smart Phone,29911684,Apple,Iphone 5S,2016-09-19,2021-02-28,No,Yes,Yes,Average,7.87,Average
717,Laptop,83220654,Lenovo,ThinkPad,2019-08-25,2021-01-20,No,Yes,No,Poor,1.9,Poor
718,Laptop,62099950,Lenovo,Ideapad,2019-08-11,2021-01-11,No,No,Yes,Good,11.14,Good
719,Smart Phone,98904150,Oppo,Joy,2017-07-14,2021-07-07,No,No,No,Good,16.51,Good
720,Smart Phone,05437146,Blackberry,Torch,2014-05-01,2021-07-30,Yes,No,Yes,Poor,3.53,Poor
721,Feature Phone,73153733,Samsung,6300,2016-01-22,2021-01-19,No,No,No,Average,6.53,Average
722,Smart Phone,85241169,Oppo,Neo,2016-02-01,2021-03-29,No,No,No,Average,6.9,Average
723,Feature Phone,27750964,Nokia,5310,2014-06-12,2021-02-22,No,Yes,No,Good,11.21,Good
724,Laptop,18349245,Apple,ProBook,2019-01-03,2021-06-17,No,No,No,Good,18.55,Good
725,Feature Phone,82992385,Samsung,8000,2015-05-15,2021-05-04,No,No,No,Good,16.33,Good
726,Laptop,51178758,Lenovo,ThinkPad,2014-03-21,2021-06-16,No,Yes,No,Average,8.55,Average
727,Smart Phone,44510343,Apple,Iphone 5,2019-11-12,2021-04-28,No,Yes,No,Good,14.1,Good
728,Laptop,92222076,HP,Probook,2016-03-01,2021-03-24,Yes,No,Yes,Poor,1.82,Poor
729,Smart Phone,60532107,OnePlus,OnePlus 6T,2014-07-28,2021-03-15,Yes,Yes,Yes,Good,19.35,Good
730,Laptop,53801470,HP,Pavilion,2014-02-12,2021-03-01,No,Yes,No,Good,19.35,Good
731,Smart Phone,18186994,Samsung,Galaxy A8s,2018-10-16,2021-07-27,No,Yes,No,Average,6.97,Average
732,Smart Phone,10832103,OnePlus,OnePlus 8,2018-12-11,2021-02-16,Yes,Yes,Yes,Average,6.97,Average
733,Feature Phone,79027830,Samsung,215,2018-01-23,2021-03-10,No,No,Yes,Average,8.62,Average
734,Smart Phone,08916938,Apple,Iphone 7,2018-10-05,2021-03-22,No,Yes,Yes,Good,16.2,Good
735,Laptop,22984197,Lenovo,Ideapad,2014-09-09,2021-02-19,Yes,No,Yes,Poor,4.39,Poor
736,Smart Phone,67010516,Blackberry,Keyone,2015-05-10,2021-03-27,No,Yes,No,Poor,2.26,Poor
737,Feature Phone,07561801,Nokia,8000,2020-08-11,2021-07-12,No,Yes,No,Average,6.87,Average
738,Feature Phone,41686577,Nokia,215,2019-09-01,2021-01-30,No,No,No,Poor,3.88,Poor
739,Feature Phone,60806635,Samsung,215,2015-01-14,2021-03-28,No,Yes,Yes,Poor,1.38,Poor
740,Smart Phone,15649027,Oppo,Find 7,2020-04-09,2021-06-14,No,Yes,Yes,Average,6.64,Average
741,Laptop,00133142,HP,EliteBook,2019-10-17,2021-07-30,No,Yes,No,Average,9.61,Average
742,Smart Phone,15927354,Apple,Iphone XS,2019-06-23,2021-01-29,No,No,No,Poor,2.84,Poor
743,Smart Phone,73074311,Blackberry,Q10,2015-11-21,2021-02-19,No,Yes,No,Average,9.9,Average
744,Feature Phone,99964283,Samsung,225,2017-04-01,2021-04-21,No,No,Yes,Good,12.18,Good
745,Laptop,47142022,Lenovo,Ideapad,2016-12-07,2021-05-22,No,Yes,Yes,Poor,2.86,Poor
746,Laptop,32299595,Dell,Inspiron,2018-06-03,2021-07-18,No,Yes,No,Average,9.35,Average
747,Feature Phone,70742770,Samsung,125,2017-06-29,2021-06-07,Yes,Yes,Yes,Average,6.92,Average
748,Smart Phone,51776312,Nokia,G50,2019-08-10,2021-01-14,Yes,No,Yes,Good,18.6,Good
749,Smart Phone,08886309,Apple,Iphone SE,2014-12-16,2021-05-29,No,No,No,Good,19.86,Good
750,Smart Phone,76169328,Blackberry,Q10,2017-09-19,2021-02-17,No,Yes,No,Average,6.43,Average
751,Smart Phone,51487515,Blackberry,Leap,2017-01-02,2021-04-18,No,Yes,No,Good,18.42,Good
752,Laptop,78453722,Lenovo,ThinkPad,2017-10-23,2021-03-20,No,No,No,Good,11.47,Good
753,Laptop,44217600,Dell,Inspiron,2018-09-20,2021-02-26,No,No,Yes,Good,12.31,Good
754,Laptop,87181609,HP,Probook,2015-10-23,2021-05-17,No,No,No,Poor,4.48,Poor
755,Smart Phone,43703685,Nokia,X20,2014-02-05,2021-02-17,Yes,Yes,Yes,Poor,4.54,Poor
756,Laptop,76450518,Apple,MacBook,2017-11-21,2021-05-06,Yes,Yes,Yes,Poor,1.11,Poor
757,Smart Phone,96240823,Oppo,A11k,2015-04-03,2021-07-13,Yes,No,Yes,Good,17.14,Good
758,Smart Phone,36705368,OnePlus,OnePlus 8,2014-10-18,2021-07-16,No,No,No,Average,6.79,Average
759,Feature Phone,63561463,Samsung,6300,2019-01-30,2021-08-07,Yes,No,Yes,Poor,1.26,Poor
760,Laptop,99684112,HP,EliteBook,2018-12-07,2021-07-10,No,No,No,Poor,4.54,Poor
761,Smart Phone,09112209,OnePlus,OnePlus 6,2015-11-05,2021-06-18,Yes,No,Yes,Poor,2.52,Poor
762,Feature Phone,03605653,Nokia,215,2015-09-12,2021-02-13,No,Yes,No,Good,13.72,Good
763,Smart Phone,85466821,Apple,Iphone 6S,2018-02-14,2021-01-29,Yes,Yes,Yes,Good,12.18,Good
764,Smart Phone,51548933,Samsung,Galaxy A6,2017-06-09,2021-07-31,Yes,No,Yes,Average,9.99,Average
765,Smart Phone,41123119,Samsung,Galaxy J7 duo,2019-03-15,2021-06-27,Yes,Yes,Yes,Poor,3.21,Poor
766,Smart Phone,07013287,Blackberry,Torch,2018-07-27,2021-03-31,No,No,Yes,Average,8.42,Average
767,Feature Phone,56105155,Nokia,8000,2018-06-04,2021-05-01,No,Yes,No,Good,19.76,Good
768,Laptop,96833681,Apple,MacBook,2015-05-22,2021-01-20,No,Yes,No,Good,19.33,Good
769,Laptop,75469498,Dell,Inspiron,2014-01-22,2021-05-03,No,Yes,No,Poor,3.53,Poor
770,Smart Phone,09525917,Nokia,C20 Plus,2020-01-23,2021-05-12,Yes,Yes,Yes,Average,8.71,Average
771,Laptop,67676910,Lenovo,ThinkPad,2014-07-25,2021-06-08,No,Yes,No,Good,13.32,Good
772,Laptop,46933102,Lenovo,ThinkPad,2019-07-01,2021-03-23,No,Yes,No,Good,16.54,Good
773,Smart Phone,16129719,Nokia,X100,2018-10-11,2021-05-12,No,Yes,No,Poor,4.91,Poor
774,Laptop,96594285,HP,Pavilion,2015-02-11,2021-03-30,No,No,No,Good,16.18,Good
775,Smart Phone,79420365,Apple,Iphone 11,2014-06-12,2021-08-01,No,Yes,No,Average,9.17,Average
776,Smart Phone,29253968,OnePlus,OnePlus 7,2018-11-22,2021-01-07,Yes,No,Yes,Good,16.79,Good
777,Laptop,70656640,Dell,Vostro,2018-09-27,2021-06-28,No,Yes,No,Average,9.9,Average
778,Smart Phone,42680161,Blackberry,Keyone,2016-12-09,2021-05-04,Yes,Yes,Yes,Poor,1.15,Poor
779,Laptop,37183554,Dell,Vostro,2020-06-03,2021-04-09,Yes,No,Yes,Average,8.36,Average
780,Feature Phone,67672004,Nokia,6300,2020-06-27,2021-03-29,No,Yes,No,Average,7.29,Average
781,Smart Phone,52026492,Nokia,G50,2016-03-11,2021-05-28,No,No,No,Poor,4.78,Poor
782,Feature Phone,65283356,Nokia,5310,2018-08-15,2021-01-24,No,Yes,Yes,Average,8.86,Average
783,Feature Phone,83875564,Samsung,125,2019-07-14,2021-02-04,Yes,Yes,Yes,Good,11.64,Good
784,Feature Phone,94778953,Samsung,125,2016-11-16,2021-07-29,Yes,Yes,Yes,Good,12.96,Good
785,Smart Phone,78342316,Nokia,XR20,2016-09-04,2021-06-15,Yes,No,Yes,Average,8.32,Average
786,Laptop,57348841,Dell,Inspiron,2017-05-25,2021-03-13,No,Yes,Yes,Poor,4.43,Poor
787,Laptop,84921086,Dell,Inspiron,2016-12-31,2021-03-31,No,Yes,Yes,Average,7.51,Average
788,Feature Phone,07325489,Nokia,8000,2016-08-03,2021-06-13,No,Yes,No,Average,9.15,Average
789,Smart Phone,12073153,Samsung,Galaxy Note 9,2016-05-19,2021-05-20,No,Yes,No,Good,19.21,Good
790,Laptop,88673233,Lenovo,ThinkPad,2017-08-17,2021-03-22,No,Yes,Yes,Average,6.2,Average
791,Laptop,69791499,Apple,MacBook,2017-02-03,2021-04-06,No,Yes,Yes,Good,19.97,Good
792,Laptop,61904996,Lenovo,Ideapad,2016-06-07,2021-02-28,Yes,Yes,Yes,Average,9.34,Average
793,Smart Phone,55444354,Oppo,A52,2020-04-25,2021-05-25,No,No,No,Good,15.2,Good
794,Laptop,15987006,Apple,ProBook,2019-09-16,2021-03-02,Yes,No,Yes,Average,6.1,Average
795,Smart Phone,95862422,Blackberry,Keyone,2020-12-15,2021-05-28,No,Yes,No,Good,14.55,Good
796,Smart Phone,68670054,Apple,Iphone 5,2017-10-18,2021-01-10,No,No,No,Average,7.18,Average
797,Laptop,87229547,Lenovo,Ideapad,2014-01-14,2021-03-13,No,Yes,No,Good,19.75,Good
798,Feature Phone,50681143,Samsung,5310,2017-06-01,2021-05-17,No,Yes,No,Poor,3.7,Poor
799,Smart Phone,13419776,OnePlus,OnePlus 8,2016-06-17,2021-03-20,No,Yes,No,Average,9.59,Average
800,Laptop,95257969,Apple,MacBook,2019-11-06,2021-04-07,Yes,Yes,Yes,Good,17.48,Good
801,Laptop,74693573,HP,Probook,2019-12-08,2021-04-13,No,Yes,No,Poor,3.61,Poor
802,Laptop,12826773,Lenovo,Ideapad,2015-11-23,2021-05-20,No,No,Yes,Average,6.52,Average
803,Feature Phone,11198819,Samsung,6300,2019-04-10,2021-03-11,Yes,Yes,Yes,Poor,2.77,Poor
804,Smart Phone,33263793,OnePlus,OnePlus 7T,2016-07-14,2021-02-09,Yes,Yes,Yes,Poor,2.71,Poor
805,Smart Phone,15337474,Blackberry,Torch,2018-02-13,2021-07-06,No,No,No,Good,15.78,Good
806,Feature Phone,00441216,Samsung,125,2019-02-16,2021-05-26,No,Yes,Yes,Good,11.87,Good
807,Feature Phone,33563619,Nokia,5310,2019-06-10,2021-05-11,Yes,Yes,Yes,Poor,3.22,Poor
808,Smart Phone,73183471,Samsung,Galaxy S9,2019-12-25,2021-07-19,No,Yes,No,Good,11.69,Good
809,Smart Phone,77205087,Samsung,Galaxy A6,2014-07-20,2021-07-13,No,No,Yes,Average,6.12,Average
810,Laptop,50910052,HP,Probook,2016-09-26,2021-07-30,No,No,No,Good,17.26,Good
811,Feature Phone,44436612,Nokia,225,2020-04-08,2021-04-05,No,No,No,Poor,4.22,Poor
812,Laptop,44539207,Apple,ProBook,2019-04-22,2021-07-05,No,Yes,Yes,Average,6.7,Average
813,Smart Phone,13068042,OnePlus,OnePlus 6,2014-03-26,2021-07-23,No,No,No,Good,16.74,Good
814,Feature Phone,23087743,Nokia,225,2019-10-27,2021-06-12,No,Yes,No,Average,7.4,Average
815,Feature Phone,78000025,Samsung,225,2019-05-13,2021-03-11,No,No,No,Poor,3.84,Poor
816,Feature Phone,82107987,Samsung,125,2016-03-08,2021-02-23,Yes,Yes,Yes,Average,9.52,Average
817,Laptop,47551299,Apple,MacBook,2014-01-30,2021-07-23,No,No,No,Average,7.5,Average
818,Smart Phone,88521374,OnePlus,OnePlus 7,2018-11-11,2021-03-07,Yes,Yes,Yes,Poor,3.23,Poor
819,Smart Phone,58508275,OnePlus,OnePlus 7,2019-08-16,2021-07-08,Yes,Yes,Yes,Poor,3.41,Poor
820,Feature Phone,30518216,Nokia,6300,2018-09-04,2021-07-15,No,Yes,No,Poor,2.51,Poor
821,Smart Phone,34231906,Apple,Iphone 8,2016-01-09,2021-07-14,No,No,No,Poor,4.69,Poor
822,Feature Phone,88764696,Samsung,8000,2019-08-20,2021-04-23,No,Yes,No,Average,9.28,Average
823,Smart Phone,82937447,Nokia,X100,2020-07-31,2021-01-27,No,No,No,Average,6.72,Average
824,Laptop,55063753,Lenovo,Ideapad,2019-06-21,2021-03-29,No,No,No,Average,7.67,Average
825,Feature Phone,50343584,Samsung,6300,2015-12-25,2021-02-21,No,Yes,No,Good,11.86,Good
826,Smart Phone,20447328,Blackberry,Torch,2016-11-17,2021-06-24,No,No,No,Average,7.14,Average
827,Smart Phone,67551507,OnePlus,OnePlus 7pro,2018-03-01,2021-03-25,No,Yes,No,Good,14.16,Good
828,Feature Phone,85507395,Nokia,5310,2016-10-30,2021-07-20,No,No,No,Average,6.7,Average
829,Smart Phone,77486585,OnePlus,OnePlus 6,2018-05-27,2021-05-28,No,No,No,Good,12.45,Good
830,Smart Phone,72780329,Nokia,XR20,2017-01-10,2021-03-20,No,Yes,No,Average,8.37,Average
831,Feature Phone,66004226,Samsung,6300,2019-11-13,2021-07-31,No,No,Yes,Poor,4.5,Poor
832,Feature Phone,29473922,Samsung,5310,2014-09-22,2021-04-06,No,Yes,Yes,Average,6.99,Average
833,Laptop,31847636,Lenovo,Ideapad,2015-05-05,2021-07-04,No,No,No,Good,19.5,Good
834,Feature Phone,44962012,Nokia,215,2020-10-06,2021-03-09,No,No,No,Good,17.45,Good
835,Feature Phone,83907128,Samsung,6300,2017-11-19,2021-01-28,No,Yes,No,Average,9.79,Average
836,Smart Phone,13260330,Apple,Iphone 7,2020-08-29,2021-02-12,Yes,No,Yes,Poor,1.47,Poor
837,Laptop,86853378,Dell,Vostro,2014-02-16,2021-07-07,No,Yes,No,Good,19.3,Good
838,Feature Phone,27416419,Samsung,225,2018-06-15,2021-03-05,No,No,No,Poor,3.7,Poor
839,Laptop,67321919,Dell,Vostro,2018-08-23,2021-03-11,No,Yes,Yes,Good,16.4,Good
840,Smart Phone,31775816,Blackberry,Q10,2019-05-20,2021-03-16,No,No,No,Average,9.5,Average
841,Laptop,80264866,Dell,Vostro,2015-03-10,2021-04-20,No,No,No,Average,6.19,Average
