,Device_type,Device_ID,Device_brand,Device_model,Manufacture_Date,Allocation_Date,device_in_use,water_damage,device_responsive,battery_health,Usage(hrs),Latency(ms)
2894,Laptop,84243195,HP,ThinkPad,01-12-2014,10-02-2021,No,No,No,Poor,16.72,Average
2895,Feature Phone,5197644,Dell,MacBook,25-06-2015,23-02-2021,Yes,No,Yes,Poor,23.81,Average
2896,Smart Phone,47817180,Lenovo,MacBook,03-12-2016,08-01-2021,Yes,Yes,Yes,Good,30.81,Poor
2897,Feature Phone,55178952,Lenovo,Inspiron,06-07-2016,07-03-2021,No,Yes,No,Average,24.84,Poor
2898,Feature Phone,98928200,Apple,MacBook,22-09-2014,01-06-2021,Yes,No,Yes,Average,9.83,Poor
2899,Smart Phone,67116096,Dell,Vostro,28-08-2016,13-05-2021,No,Yes,Yes,Average,2.89,Average
2900,Smart Phone,40210872,Dell,MacBook,30-08-2015,01-05-2021,No,No,No,Poor,30.43,Poor
2901,Feature Phone,86350952,Lenovo,EliteBook,29-08-2019,09-04-2021,No,Yes,No,Poor,5.67,Average
2902,Laptop,54689091,HP,Vostro,19-01-2019,07-01-2021,No,Yes,No,Good,18.61,Good
2903,Feature Phone,88268576,Dell,Inspiron,01-12-2019,09-04-2021,Yes,Yes,Yes,Good,17.94,Poor
2904,Smart Phone,81943647,Dell,EliteBook,01-06-2020,14-06-2021,No,Yes,Yes,Poor,15.44,Average
2905,Laptop,92223387,Apple,ThinkPad,23-05-2020,15-07-2021,No,Yes,Yes,Poor,11.97,Poor
2906,Smart Phone,46890443,HP,ProBook,05-06-2018,01-03-2021,No,No,No,Average,37.36,Poor
2907,Laptop,22372642,Apple,ProBook,27-06-2020,20-04-2021,Yes,No,No,Poor,23.59,Good
2908,Laptop,11376460,Lenovo,MacBook,04-12-2018,02-03-2021,No,No,No,Average,15.62,Average
2909,Smart Phone,87741957,Apple,MacBook,24-09-2020,01-03-2021,Yes,No,No,Good,31.94,Good
2910,Smart Phone,13183684,Dell,ThinkPad,04-08-2019,05-02-2021,No,Yes,No,Good,29.39,Poor
2911,Laptop,6275440,Apple,ProBook,20-06-2017,21-04-2021,No,No,Yes,Poor,21.87,Average
2912,Feature Phone,41957806,Dell,ThinkPad,13-06-2016,19-05-2021,Yes,No,No,Poor,25.46,Poor
2913,Feature Phone,22310613,Dell,Inspiron,27-09-2017,15-02-2021,No,No,No,Good,29.31,Average
2914,Feature Phone,59876205,HP,ThinkPad,19-05-2017,31-05-2021,No,Yes,Yes,Poor,13.74,Average
2915,Feature Phone,76645655,Apple,ThinkPad,19-08-2015,21-03-2021,Yes,Yes,Yes,Good,7.4,Good
2916,Smart Phone,8134684,Dell,ThinkPad,05-09-2016,24-07-2021,No,Yes,No,Average,11.81,Poor
2917,Feature Phone,9712812,Apple,ThinkPad,02-05-2019,20-06-2021,Yes,No,Yes,Average,25.29,Poor
2918,Smart Phone,51212100,Apple,ThinkPad,16-01-2014,28-03-2021,Yes,No,Yes,Average,28.82,Average
2919,Smart Phone,46636874,HP,Vostro,25-12-2016,12-02-2021,Yes,No,Yes,Good,16.33,Good
2920,Smart Phone,6020392,HP,MacBook,14-03-2016,23-07-2021,No,Yes,Yes,Average,16.72,Poor
2921,Smart Phone,25293593,HP,ProBook,19-06-2018,08-06-2021,No,No,Yes,Poor,10.59,Average
2922,Feature Phone,94488975,Dell,ThinkPad,15-08-2018,25-06-2021,Yes,Yes,No,Poor,39.39,Good
2923,Laptop,49394634,Apple,Vostro,29-11-2017,22-01-2021,No,Yes,No,Poor,3.75,Poor
2924,Smart Phone,95074856,Dell,MacBook,06-11-2014,25-01-2021,Yes,Yes,Yes,Poor,16.4,Average
2925,Smart Phone,72813881,Apple,ThinkPad,26-09-2019,29-06-2021,No,No,Yes,Poor,26.1,Average
2926,Smart Phone,24593984,HP,Inspiron,29-05-2015,07-01-2021,Yes,No,No,Average,28.34,Poor
2927,Feature Phone,34131435,Lenovo,EliteBook,20-09-2018,04-03-2021,Yes,No,Yes,Poor,3.19,Good
2928,Smart Phone,32934748,Dell,MacBook,04-06-2016,13-04-2021,Yes,No,Yes,Poor,4.87,Average
2929,Smart Phone,47365674,Apple,ProBook,05-04-2019,23-06-2021,Yes,Yes,No,Average,10.11,Good
2930,Laptop,52095535,Dell,ProBook,13-11-2018,31-01-2021,Yes,Yes,Yes,Average,5.45,Average
2931,Feature Phone,74145973,Apple,EliteBook,29-02-2016,20-06-2021,Yes,Yes,Yes,Good,19.75,Poor
2932,Smart Phone,49206685,Apple,ProBook,28-05-2014,07-05-2021,Yes,No,Yes,Average,20.36,Good
2933,Feature Phone,87427127,HP,ProBook,07-11-2017,27-01-2021,Yes,Yes,No,Average,31.2,Good
2934,Feature Phone,89878620,Lenovo,ProBook,30-04-2014,16-02-2021,No,Yes,Yes,Poor,2.41,Average
2935,Feature Phone,36407408,HP,ThinkPad,23-04-2017,21-01-2021,Yes,No,Yes,Good,23.1,Good
2936,Smart Phone,57876726,Dell,ProBook,29-06-2015,28-04-2021,Yes,No,No,Average,12.46,Poor
2937,Smart Phone,1923469,Lenovo,Inspiron,20-08-2019,06-02-2021,No,Yes,Yes,Poor,18.41,Poor
2938,Smart Phone,1292411,Lenovo,Vostro,08-08-2017,05-03-2021,No,Yes,Yes,Average,11.15,Poor
2939,Laptop,84067012,Apple,ProBook,18-07-2016,05-04-2021,Yes,No,Yes,Poor,34.8,Good
2940,Smart Phone,89786901,Apple,MacBook,10-02-2018,21-02-2021,No,Yes,No,Poor,23.65,Poor
2941,Feature Phone,33352039,Lenovo,EliteBook,18-10-2015,06-07-2021,No,No,Yes,Poor,34.94,Poor
2942,Smart Phone,86971027,Apple,ThinkPad,17-05-2020,09-07-2021,Yes,No,No,Average,5.25,Average
2943,Laptop,64997865,Apple,Inspiron,21-04-2014,15-02-2021,No,Yes,No,Poor,10.34,Good
2944,Smart Phone,44315078,Lenovo,ProBook,28-03-2014,26-06-2021,Yes,No,Yes,Poor,30.75,Average
2945,Laptop,78421646,Apple,ThinkPad,31-05-2020,28-02-2021,Yes,No,Yes,Good,1.78,Poor
2946,Laptop,53215574,Apple,EliteBook,23-05-2019,06-01-2021,Yes,Yes,Yes,Average,30.74,Poor
2947,Laptop,3091012,HP,ThinkPad,21-09-2014,22-01-2021,No,Yes,Yes,Good,4.86,Good
2948,Feature Phone,75830946,HP,ProBook,21-02-2016,22-06-2021,No,No,No,Good,21.72,Good
2949,Smart Phone,87184099,HP,Inspiron,13-05-2014,24-04-2021,Yes,Yes,Yes,Good,12.33,Good
2950,Laptop,66913849,Dell,ProBook,02-06-2015,16-02-2021,No,No,Yes,Average,35.32,Good
2951,Feature Phone,57786971,Dell,Vostro,14-07-2015,10-03-2021,No,Yes,No,Average,15.98,Good
2952,Smart Phone,14628474,Dell,EliteBook,25-08-2018,05-07-2021,Yes,Yes,No,Good,30.7,Poor
2953,Feature Phone,36090747,Apple,Inspiron,20-01-2017,22-06-2021,Yes,Yes,No,Good,27.52,Good
2954,Laptop,86493567,Dell,Vostro,13-02-2014,10-01-2021,No,Yes,No,Average,26.53,Poor
2955,Feature Phone,45881305,Apple,Vostro,23-08-2015,08-07-2021,No,No,No,Poor,11.9,Good
2956,Smart Phone,10319796,Apple,ThinkPad,21-03-2014,04-03-2021,No,Yes,No,Good,4.49,Average
2957,Laptop,68827892,Apple,Vostro,27-02-2019,16-07-2021,Yes,No,Yes,Good,6.45,Average
2958,Smart Phone,3094129,HP,EliteBook,05-06-2015,19-02-2021,No,No,Yes,Average,34.42,Average
2959,Smart Phone,21314711,Lenovo,Inspiron,10-05-2018,21-07-2021,No,No,Yes,Good,1.84,Good
2960,Laptop,16053939,Dell,ThinkPad,08-11-2019,01-06-2021,No,No,No,Average,23.96,Good
2961,Feature Phone,57133447,Dell,ThinkPad,27-02-2016,25-03-2021,No,Yes,Yes,Good,3,Good
2962,Feature Phone,51381950,HP,MacBook,10-09-2020,19-03-2021,Yes,No,Yes,Good,39.57,Average
2963,Feature Phone,50774500,Dell,EliteBook,02-05-2018,11-04-2021,No,No,Yes,Poor,22.52,Poor
2964,Laptop,84243416,HP,ProBook,18-08-2014,31-07-2021,Yes,No,No,Average,4.91,Poor
2965,Laptop,97633617,Lenovo,EliteBook,08-01-2017,16-03-2021,Yes,Yes,Yes,Poor,14.58,Poor
2966,Feature Phone,92402096,Dell,ProBook,11-07-2015,11-07-2021,No,No,No,Poor,39.13,Poor
2967,Laptop,71623337,Apple,EliteBook,26-10-2017,23-01-2021,No,No,No,Poor,21.69,Average
2968,Smart Phone,47025103,Apple,EliteBook,12-06-2017,19-01-2021,No,Yes,No,Average,17.4,Good
2969,Smart Phone,91265807,HP,MacBook,07-11-2016,15-04-2021,No,Yes,Yes,Poor,25.14,Good
2970,Feature Phone,58902325,HP,ProBook,18-05-2015,16-05-2021,No,No,No,Good,21.42,Poor
2971,Smart Phone,56631180,Dell,EliteBook,20-08-2018,08-08-2021,Yes,No,Yes,Good,8.13,Poor
2972,Laptop,23889644,Lenovo,ThinkPad,22-08-2014,21-02-2021,Yes,No,Yes,Good,32.71,Good
2973,Smart Phone,37602888,Dell,Vostro,04-04-2015,17-01-2021,Yes,No,Yes,Average,3.87,Average
2974,Feature Phone,88190761,Lenovo,ProBook,17-06-2016,22-04-2021,Yes,Yes,No,Average,13.93,Average
2975,Laptop,14714818,Dell,Inspiron,20-11-2019,30-05-2021,Yes,Yes,Yes,Good,2.45,Average
2976,Feature Phone,73261308,Apple,ProBook,16-09-2014,20-06-2021,No,No,No,Poor,37.74,Poor
2977,Feature Phone,45987007,Apple,ThinkPad,21-01-2018,08-01-2021,Yes,Yes,No,Poor,32.15,Average
2978,Laptop,25713497,Apple,Vostro,13-12-2014,02-04-2021,Yes,Yes,Yes,Good,8.79,Average
2979,Smart Phone,80120636,Apple,Inspiron,18-03-2016,09-08-2021,No,Yes,No,Poor,9.87,Average
2980,Smart Phone,77509239,Apple,EliteBook,17-04-2020,07-08-2021,Yes,No,No,Poor,8.2,Poor
2981,Feature Phone,45025532,Lenovo,ThinkPad,07-09-2019,03-08-2021,No,No,Yes,Poor,7.93,Average
2982,Feature Phone,12908349,Apple,EliteBook,03-02-2018,08-02-2021,Yes,No,Yes,Good,36.1,Good
2983,Feature Phone,36403011,Dell,ThinkPad,09-02-2017,20-02-2021,Yes,Yes,No,Poor,26.65,Good
2984,Smart Phone,26780733,Apple,ThinkPad,16-05-2019,11-05-2021,No,Yes,Yes,Average,30.66,Average
2985,Feature Phone,14769191,Apple,MacBook,25-10-2020,04-05-2021,Yes,No,Yes,Good,3.63,Poor
2986,Feature Phone,5141425,Lenovo,ThinkPad,08-05-2015,17-06-2021,Yes,No,No,Average,35,Good
2987,Smart Phone,15197214,Apple,Inspiron,12-12-2020,29-05-2021,No,Yes,Yes,Poor,1.5,Poor
2988,Feature Phone,318754,Apple,Vostro,25-07-2015,31-03-2021,No,No,Yes,Good,23.7,Average
2989,Laptop,32852653,Apple,Vostro,20-08-2014,11-03-2021,No,Yes,Yes,Average,33.62,Poor
2990,Feature Phone,98157303,HP,ProBook,30-09-2016,23-05-2021,No,Yes,No,Poor,30.76,Average
2991,Feature Phone,31841474,Apple,Vostro,21-07-2019,07-07-2021,Yes,No,Yes,Average,32.2,Average
2992,Smart Phone,4093978,HP,Vostro,21-02-2018,19-06-2021,No,Yes,Yes,Average,34.93,Average
2993,Laptop,42801368,Dell,MacBook,20-11-2017,27-04-2021,Yes,Yes,No,Average,1.47,Average
2994,Feature Phone,48473170,Lenovo,MacBook,07-06-2020,03-04-2021,No,No,Yes,Poor,1.38,Poor
2995,Laptop,64077048,Apple,ThinkPad,30-04-2020,10-06-2021,Yes,No,Yes,Average,2.34,Poor
2996,Feature Phone,38345739,Dell,EliteBook,15-01-2019,03-08-2021,Yes,Yes,Yes,Good,36.1,Poor
2997,Smart Phone,88058641,Apple,ThinkPad,17-03-2014,07-06-2021,No,Yes,No,Average,9.93,Poor
2998,Smart Phone,35691723,Apple,Inspiron,17-08-2015,08-05-2021,No,No,Yes,Poor,36.18,Poor
2999,Smart Phone,36862580,Dell,Inspiron,24-10-2017,31-01-2021,Yes,No,Yes,Average,18.59,Average
3000,Smart Phone,41582893,Dell,ThinkPad,22-11-2020,28-06-2021,Yes,Yes,Yes,Average,15.58,Average
3001,Laptop,91927477,Apple,Inspiron,20-09-2015,11-07-2021,No,No,Yes,Good,7.51,Average
3002,Smart Phone,12482504,Lenovo,ThinkPad,08-04-2015,29-04-2021,Yes,Yes,Yes,Poor,9.56,Poor
3003,Smart Phone,69443787,HP,Vostro,01-12-2016,31-03-2021,No,Yes,Yes,Poor,36.91,Average
3004,Laptop,82265793,HP,ProBook,13-11-2015,09-04-2021,No,Yes,Yes,Good,29.34,Poor
3005,Laptop,38394959,Lenovo,EliteBook,19-08-2019,21-04-2021,Yes,No,No,Good,14.26,Poor
3006,Feature Phone,52968358,HP,EliteBook,05-01-2017,03-05-2021,Yes,No,No,Poor,26.73,Average
3007,Smart Phone,1274493,HP,Vostro,31-01-2015,30-04-2021,No,No,Yes,Average,24.51,Poor
3008,Smart Phone,633505,Apple,MacBook,29-05-2015,07-01-2021,Yes,Yes,No,Good,22.98,Good
3009,Feature Phone,13903862,Lenovo,Inspiron,09-02-2014,16-02-2021,Yes,No,No,Poor,21.76,Average
3010,Feature Phone,86506175,Lenovo,MacBook,05-05-2019,12-07-2021,No,No,No,Average,34.64,Good
3011,Feature Phone,910651,Dell,ProBook,26-05-2016,21-02-2021,No,Yes,No,Average,15.4,Poor
3012,Laptop,44309176,HP,ProBook,12-08-2019,16-03-2021,No,Yes,No,Average,25.74,Good
3013,Smart Phone,38900006,Lenovo,Vostro,23-04-2016,10-07-2021,No,Yes,Yes,Good,18.36,Average
3014,Smart Phone,83204852,Apple,ThinkPad,22-07-2014,08-02-2021,Yes,Yes,Yes,Average,19.86,Poor
3015,Smart Phone,55441612,Lenovo,Inspiron,17-12-2018,17-02-2021,No,Yes,No,Poor,15.61,Poor
3016,Smart Phone,30506190,Lenovo,Vostro,12-04-2015,31-01-2021,No,No,No,Poor,35.93,Average
3017,Laptop,89108369,Lenovo,Inspiron,02-01-2018,17-03-2021,Yes,Yes,Yes,Average,6.17,Average
3018,Feature Phone,34528594,Dell,Vostro,29-04-2019,24-03-2021,No,No,Yes,Average,31.48,Average
3019,Feature Phone,80550907,Dell,MacBook,14-09-2018,01-01-2021,No,No,No,Good,13.39,Average
3020,Laptop,33957128,Lenovo,ProBook,21-01-2016,30-01-2021,Yes,Yes,Yes,Good,13.4,Good
3021,Smart Phone,92842229,HP,ThinkPad,26-12-2015,11-07-2021,No,Yes,Yes,Good,25.25,Good
3022,Laptop,16178472,HP,EliteBook,01-07-2019,14-04-2021,Yes,Yes,Yes,Average,1.4,Average
3023,Smart Phone,75322632,Apple,Vostro,09-10-2014,20-05-2021,No,No,Yes,Good,18.5,Good
3024,Laptop,86112741,Apple,MacBook,03-12-2020,25-01-2021,Yes,No,Yes,Poor,15.85,Good
3025,Feature Phone,74961849,HP,ProBook,17-02-2014,25-07-2021,Yes,Yes,No,Good,31.28,Poor
3026,Smart Phone,73836568,HP,Vostro,05-03-2018,14-02-2021,Yes,No,Yes,Average,39.28,Good
3027,Laptop,82944360,Dell,EliteBook,26-08-2019,04-01-2021,No,Yes,No,Average,22.6,Average
3028,Laptop,18438505,HP,ProBook,23-06-2017,05-02-2021,Yes,Yes,No,Average,31.91,Good
3029,Laptop,50956968,Lenovo,Inspiron,11-08-2017,20-06-2021,Yes,No,Yes,Average,15.69,Good
3030,Smart Phone,62370844,Dell,EliteBook,14-11-2018,21-03-2021,Yes,No,No,Poor,37.38,Average
3031,Smart Phone,91220455,Apple,ProBook,31-01-2016,13-05-2021,Yes,No,No,Average,6.37,Good
3032,Smart Phone,89394373,Dell,Vostro,16-11-2017,26-07-2021,No,No,No,Average,3.93,Average
3033,Feature Phone,53455147,HP,EliteBook,16-05-2018,06-07-2021,No,Yes,Yes,Average,19.3,Average
3034,Feature Phone,13291150,Apple,ThinkPad,22-02-2014,14-01-2021,Yes,Yes,Yes,Poor,7.93,Good
3035,Feature Phone,66638001,Dell,EliteBook,27-05-2017,22-01-2021,No,Yes,Yes,Poor,31.41,Poor
3036,Feature Phone,35546634,HP,MacBook,08-01-2015,06-04-2021,Yes,No,No,Average,18.47,Average
3037,Feature Phone,27491942,HP,EliteBook,10-08-2020,26-05-2021,Yes,Yes,Yes,Average,33.49,Good
3038,Laptop,46983220,Lenovo,ThinkPad,24-06-2017,20-06-2021,No,No,Yes,Poor,15.2,Average
3039,Smart Phone,61692268,Apple,EliteBook,15-11-2016,05-07-2021,Yes,No,Yes,Poor,34.21,Poor
3040,Feature Phone,86718097,Apple,EliteBook,01-10-2020,02-08-2021,No,No,Yes,Average,17.74,Good
3041,Laptop,74080526,Lenovo,Vostro,15-06-2018,26-01-2021,Yes,No,Yes,Good,7.51,Average
3042,Smart Phone,90751486,Apple,MacBook,17-04-2018,23-04-2021,No,No,No,Average,31.81,Good
3043,Smart Phone,28938811,Lenovo,EliteBook,15-06-2020,18-01-2021,No,Yes,Yes,Average,35.94,Poor
3044,Laptop,74716364,HP,ProBook,27-07-2017,18-05-2021,Yes,Yes,Yes,Poor,18.88,Good
3045,Smart Phone,19319087,Dell,EliteBook,03-02-2020,15-02-2021,No,No,Yes,Poor,5.48,Poor
3046,Laptop,7407963,Apple,ThinkPad,30-12-2015,29-05-2021,No,No,No,Good,30.98,Poor
3047,Laptop,72693063,Dell,EliteBook,16-02-2017,29-06-2021,Yes,Yes,No,Poor,5.62,Average
3048,Smart Phone,13550080,Lenovo,ThinkPad,11-08-2018,05-06-2021,No,Yes,No,Average,26.32,Poor
3049,Feature Phone,30767881,Dell,ThinkPad,13-06-2019,12-04-2021,No,No,No,Good,15.15,Poor
3050,Smart Phone,66026143,HP,Inspiron,21-12-2014,28-02-2021,No,No,Yes,Good,9.67,Good
3051,Smart Phone,47556546,Lenovo,EliteBook,09-06-2016,25-04-2021,No,Yes,Yes,Poor,1.54,Average
3052,Laptop,5888849,Dell,MacBook,15-04-2014,21-06-2021,No,Yes,No,Poor,19.4,Poor
3053,Smart Phone,40408071,Apple,MacBook,30-11-2016,19-06-2021,No,No,No,Good,2.62,Good
3054,Feature Phone,56580174,Apple,Vostro,25-10-2014,06-02-2021,No,No,No,Good,34.4,Average
3055,Laptop,47090750,HP,ProBook,11-12-2019,01-03-2021,No,Yes,No,Average,37.66,Good
3056,Feature Phone,39768919,Dell,Inspiron,25-09-2015,24-03-2021,No,No,No,Poor,12.31,Good
3057,Smart Phone,5575299,HP,ThinkPad,22-11-2016,01-06-2021,No,Yes,No,Average,4.55,Average
3058,Laptop,95828596,HP,Inspiron,12-01-2017,04-05-2021,Yes,No,No,Good,32.23,Average
3059,Smart Phone,13718671,Lenovo,MacBook,28-10-2018,24-06-2021,No,Yes,Yes,Poor,9.52,Good
3060,Smart Phone,65979709,HP,MacBook,17-07-2018,01-08-2021,Yes,Yes,Yes,Poor,2.16,Good
3061,Feature Phone,65047316,Lenovo,EliteBook,13-01-2016,05-07-2021,No,No,Yes,Poor,26.56,Average
3062,Smart Phone,33378480,Lenovo,Inspiron,20-01-2016,29-04-2021,Yes,No,No,Poor,38.66,Poor
3063,Laptop,37291143,Apple,ProBook,28-04-2016,03-04-2021,No,No,No,Average,15.7,Good
3064,Smart Phone,94980875,Lenovo,EliteBook,24-02-2016,20-06-2021,Yes,Yes,Yes,Good,10.75,Poor
3065,Laptop,32407174,Dell,ThinkPad,04-08-2015,23-02-2021,Yes,No,No,Average,3.36,Average
3066,Smart Phone,46891396,HP,MacBook,06-09-2015,13-04-2021,No,Yes,No,Good,8,Average
3067,Feature Phone,81796113,Dell,ThinkPad,30-01-2019,10-02-2021,Yes,Yes,No,Good,17.97,Average
3068,Laptop,46119681,HP,Inspiron,17-08-2014,15-06-2021,No,No,Yes,Poor,29.8,Poor
3069,Smart Phone,14529412,HP,Vostro,06-07-2016,14-07-2021,No,Yes,No,Average,10.39,Average
3070,Feature Phone,83342929,Lenovo,ProBook,19-05-2015,08-05-2021,Yes,No,No,Good,22.65,Poor
3071,Smart Phone,85903951,Dell,MacBook,12-11-2017,10-01-2021,Yes,No,No,Average,36.88,Good
3072,Feature Phone,78634534,HP,MacBook,30-01-2015,27-03-2021,Yes,No,Yes,Good,31.62,Average
3073,Laptop,52846366,Apple,Vostro,13-07-2014,28-03-2021,No,No,No,Average,10.13,Good
3074,Laptop,60931900,Lenovo,MacBook,13-10-2015,06-05-2021,Yes,No,Yes,Poor,10.23,Poor
3075,Feature Phone,48197526,Lenovo,ThinkPad,06-11-2018,31-03-2021,Yes,Yes,No,Good,34.25,Poor
3076,Smart Phone,41020968,Lenovo,MacBook,02-08-2017,19-02-2021,No,No,Yes,Poor,38.87,Poor
3077,Laptop,57761961,Dell,ThinkPad,26-04-2014,20-04-2021,No,No,Yes,Good,1.78,Good
3078,Feature Phone,7305399,Apple,Vostro,08-10-2018,17-05-2021,Yes,No,Yes,Good,28.94,Poor
3079,Laptop,1833904,Lenovo,MacBook,20-12-2017,21-07-2021,Yes,No,No,Good,24.55,Average
3080,Feature Phone,14378300,HP,ProBook,07-03-2017,22-02-2021,Yes,Yes,No,Good,15.6,Good
3081,Laptop,37811495,HP,Inspiron,23-11-2016,11-04-2021,No,Yes,No,Average,18.56,Poor
3082,Feature Phone,85291058,Dell,EliteBook,03-10-2018,02-08-2021,No,Yes,No,Poor,21.71,Average
3083,Feature Phone,27086735,Dell,MacBook,02-02-2015,04-05-2021,Yes,No,Yes,Good,7.59,Average
3084,Laptop,71561820,Dell,Inspiron,13-04-2018,02-08-2021,No,Yes,Yes,Poor,13.18,Poor
3085,Smart Phone,57712031,Lenovo,Vostro,28-10-2016,11-06-2021,Yes,Yes,No,Poor,38.78,Good
3086,Feature Phone,61112247,Dell,Vostro,14-08-2015,30-05-2021,No,Yes,Yes,Good,7.99,Poor
3087,Feature Phone,85247253,Apple,EliteBook,21-08-2020,15-06-2021,No,Yes,No,Good,19.61,Good
3088,Laptop,71013237,Apple,Vostro,29-11-2014,26-07-2021,No,No,No,Poor,27.32,Poor
3089,Laptop,98607341,Lenovo,MacBook,03-07-2019,04-03-2021,Yes,No,Yes,Average,14.9,Poor
3090,Laptop,74199365,HP,ThinkPad,28-07-2016,14-03-2021,No,No,No,Average,14.12,Average
3091,Laptop,89003169,Lenovo,Inspiron,16-12-2019,20-05-2021,Yes,Yes,No,Poor,33.8,Average
3092,Laptop,83436543,HP,ThinkPad,27-04-2014,08-04-2021,Yes,No,Yes,Good,30.57,Average
3093,Smart Phone,56168440,Apple,Inspiron,31-12-2019,04-07-2021,Yes,Yes,Yes,Good,13.77,Good
3094,Laptop,85361256,HP,Vostro,20-04-2014,08-07-2021,Yes,Yes,Yes,Poor,20.24,Average
3095,Laptop,58892381,Lenovo,Inspiron,21-10-2014,22-02-2021,Yes,Yes,Yes,Good,36.7,Good
3096,Smart Phone,77704115,Lenovo,EliteBook,05-11-2020,25-01-2021,Yes,Yes,No,Good,7.16,Poor
3097,Feature Phone,32288742,Apple,MacBook,23-09-2015,15-04-2021,Yes,No,Yes,Poor,19.91,Good
3098,Feature Phone,76247163,HP,MacBook,18-08-2017,15-01-2021,No,Yes,No,Poor,31.92,Good
3099,Feature Phone,5769247,HP,Inspiron,28-11-2020,25-05-2021,Yes,No,No,Poor,26.31,Average
3100,Feature Phone,3665343,Dell,Inspiron,18-12-2015,01-03-2021,Yes,Yes,No,Good,5.35,Good
3101,Laptop,80170914,Apple,Inspiron,23-07-2019,08-01-2021,No,No,Yes,Average,23.9,Poor
3102,Laptop,41938485,Dell,ProBook,30-09-2014,07-05-2021,Yes,Yes,Yes,Average,21.78,Poor
3103,Laptop,9448681,Lenovo,MacBook,28-06-2014,17-03-2021,No,No,No,Poor,21.22,Poor
3104,Laptop,58076545,Dell,ProBook,19-08-2014,08-07-2021,No,No,No,Good,21.44,Good
3105,Feature Phone,63028027,Dell,MacBook,07-12-2019,03-03-2021,Yes,Yes,Yes,Average,21.95,Average
3106,Smart Phone,69981791,HP,ThinkPad,22-08-2014,22-07-2021,Yes,No,Yes,Average,17.23,Average
3107,Smart Phone,60625588,HP,Vostro,07-12-2020,15-07-2021,Yes,Yes,No,Poor,16.2,Poor
3108,Feature Phone,32289404,Apple,Inspiron,17-10-2020,02-03-2021,No,No,Yes,Poor,29.61,Average
3109,Laptop,79111614,Dell,ThinkPad,26-04-2018,05-01-2021,No,No,Yes,Good,5.64,Average
3110,Feature Phone,89562987,Apple,EliteBook,12-11-2020,20-01-2021,Yes,Yes,No,Good,9.55,Average
3111,Smart Phone,50609147,HP,ProBook,02-01-2014,30-05-2021,Yes,No,Yes,Good,37.74,Good
3112,Smart Phone,13200022,Dell,Vostro,22-06-2016,12-05-2021,Yes,Yes,Yes,Poor,26.5,Average
3113,Feature Phone,70637397,HP,MacBook,11-12-2018,09-03-2021,Yes,Yes,No,Poor,29.7,Good
3114,Feature Phone,29098507,Dell,EliteBook,16-11-2019,21-01-2021,Yes,No,Yes,Good,36.24,Average
3115,Smart Phone,95225814,Lenovo,EliteBook,13-11-2020,14-02-2021,No,No,No,Average,24.21,Poor
3116,Laptop,95282497,Lenovo,MacBook,20-10-2018,18-07-2021,No,No,No,Poor,17.74,Average
3117,Smart Phone,79106122,Apple,ThinkPad,18-11-2017,05-01-2021,No,Yes,Yes,Average,31.99,Good
3118,Laptop,95392462,Apple,Inspiron,13-10-2014,21-05-2021,Yes,Yes,Yes,Poor,38.55,Average
3119,Feature Phone,67410927,Dell,MacBook,14-12-2015,16-01-2021,No,No,Yes,Average,2.51,Poor
3120,Laptop,42347941,Dell,Vostro,10-02-2016,09-02-2021,No,Yes,No,Average,9.96,Good
3121,Laptop,12120826,HP,ThinkPad,06-12-2016,27-04-2021,Yes,No,Yes,Average,30.5,Good
3122,Smart Phone,62224192,Dell,Inspiron,12-10-2019,29-03-2021,Yes,Yes,No,Average,38.23,Average
3123,Laptop,98150472,Lenovo,MacBook,03-05-2017,12-04-2021,No,Yes,No,Poor,36.8,Poor
3124,Laptop,79265881,Apple,EliteBook,02-02-2014,18-02-2021,No,No,Yes,Good,29.68,Good
3125,Feature Phone,6504625,HP,ThinkPad,21-08-2015,19-06-2021,Yes,Yes,Yes,Poor,19.48,Average
3126,Smart Phone,34606315,Dell,Vostro,17-09-2015,10-04-2021,Yes,Yes,Yes,Poor,8.24,Poor
3127,Smart Phone,32439557,Lenovo,ThinkPad,17-11-2015,30-05-2021,Yes,No,Yes,Average,3.66,Good
3128,Feature Phone,53707857,Apple,MacBook,31-05-2019,27-04-2021,No,No,Yes,Average,20.41,Poor
3129,Feature Phone,22779878,Dell,Vostro,24-08-2015,27-07-2021,Yes,No,Yes,Good,30.85,Good
3130,Smart Phone,17206884,Apple,MacBook,24-10-2019,08-05-2021,No,Yes,No,Average,6.93,Average
3131,Laptop,4188797,HP,Inspiron,25-02-2014,26-02-2021,No,Yes,Yes,Good,10.65,Average
3132,Feature Phone,20643706,HP,ProBook,16-08-2014,18-01-2021,No,Yes,Yes,Good,10.6,Good
3133,Laptop,84586902,Apple,ProBook,20-07-2017,21-02-2021,No,Yes,Yes,Average,18.4,Average
3134,Smart Phone,53960429,Apple,Inspiron,01-05-2019,16-03-2021,Yes,Yes,Yes,Good,39.23,Average
3135,Feature Phone,91276155,Lenovo,ThinkPad,26-02-2014,09-06-2021,No,Yes,Yes,Poor,13.9,Good
3136,Feature Phone,36990993,Lenovo,ThinkPad,02-11-2020,18-01-2021,No,No,No,Good,15.61,Poor
3137,Smart Phone,63874853,Dell,Vostro,10-02-2015,08-07-2021,No,Yes,No,Poor,37.53,Poor
