,Device_type,Device_ID,Device_brand,Device_model,Manufacture_Date,Allocation_Date,device_in_use,water_damage,device_responsive,battery_health,Usage(hrs),Latency(ms)
3086,Smart Phone,98778140,Oppo,Joy,23-11-2014,07-08-2021,Yes,Yes,Yes,Average,1.95,Poor
3087,Feature Phone,90446184,Nokia,6300,30-09-2014,17-03-2021,No,Yes,No,Good,3.65,Good
3088,Laptop,29745449,Lenovo,ThinkPad,06-08-2014,03-02-2021,No,No,No,Good,5.79,Average
3089,Laptop,88911335,Dell,Inspiron,21-06-2016,05-08-2021,Yes,Yes,Yes,Good,15.9,Good
3090,Laptop,84011749,Apple,MacBook,22-11-2020,03-08-2021,Yes,No,Yes,Good,7.44,Average
3091,Feature Phone,91569516,Nokia,125,19-05-2016,07-06-2021,Yes,Yes,Yes,Good,5.16,Poor
3092,Feature Phone,79881449,Samsung,6300,07-03-2018,25-03-2021,No,Yes,No,Good,5.56,Average
3093,Smart Phone,77496102,Oppo,Neo,04-08-2019,27-01-2021,No,Yes,Yes,Good,14.31,Average
3094,Smart Phone,75697457,Samsung,Galaxy S9,30-12-2015,12-03-2021,No,No,No,Good,16.58,Average
3095,Smart Phone,36093397,Samsung,Galaxy S9,04-08-2014,28-04-2021,No,Yes,Yes,Poor,4.48,Average
3096,Laptop,45998072,HP,Probook,21-12-2020,15-06-2021,Yes,Yes,Yes,Average,7.61,Poor
3097,Feature Phone,82984786,Nokia,6300,07-07-2018,05-04-2021,No,Yes,Yes,Good,19.92,Good
3098,Laptop,78386778,Dell,Vostro,23-04-2016,14-07-2021,No,No,No,Average,4.27,Poor
3099,Smart Phone,48039925,OnePlus,OnePlus 6T,04-06-2016,17-04-2021,Yes,No,Yes,Average,4.25,Average
3100,Feature Phone,45096143,Nokia,125,15-12-2018,22-07-2021,No,No,No,Good,6.5,Poor
3101,Laptop,5715596,Apple,ProBook,02-03-2018,11-07-2021,Yes,No,Yes,Average,2.99,Average
3102,Laptop,9783027,Apple,ProBook,13-01-2017,07-04-2021,No,No,Yes,Average,4,Good
3103,Laptop,84175007,Lenovo,ThinkPad,27-11-2014,05-05-2021,No,Yes,Yes,Good,19.41,Average
3104,Feature Phone,55664813,Samsung,8000,14-08-2020,09-01-2021,Yes,Yes,Yes,Poor,3.77,Poor
3105,Laptop,860161,Apple,ProBook,07-07-2019,20-07-2021,No,No,No,Average,3.7,Average
3106,Feature Phone,65590904,Samsung,125,06-08-2016,23-05-2021,Yes,Yes,Yes,Average,2.5,Poor
3107,Laptop,26834115,Dell,Inspiron,09-12-2016,07-01-2021,No,Yes,No,Average,3.89,Poor
3108,Laptop,23481121,HP,Pavilion,20-11-2017,25-05-2021,No,Yes,No,Poor,4.95,Average
3109,Smart Phone,67104505,Nokia,XR20,20-03-2014,10-02-2021,No,No,No,Poor,2.82,Poor
3110,Smart Phone,73407898,Blackberry,Passport,30-03-2016,15-02-2021,Yes,Yes,Yes,Poor,3.37,Poor
3111,Feature Phone,91908360,Samsung,215,23-10-2014,19-04-2021,No,No,Yes,Average,9.59,Poor
3112,Feature Phone,47885424,Nokia,6300,05-09-2015,10-01-2021,No,No,No,Poor,3.16,Poor
3113,Smart Phone,2572314,OnePlus,OnePlus 7pro,25-04-2019,16-04-2021,Yes,No,Yes,Average,2.99,Average
3114,Smart Phone,24892414,Samsung,Galaxy A8s,22-07-2016,25-06-2021,Yes,No,Yes,Average,2.81,Poor
3115,Smart Phone,55084598,Samsung,Galaxy Note 9,28-08-2020,11-07-2021,Yes,Yes,Yes,Average,9.5,Average
3116,Feature Phone,18918564,Samsung,5310,21-08-2019,13-02-2021,Yes,No,Yes,Poor,2.18,Average
3117,Feature Phone,5548590,Samsung,225,06-06-2018,07-04-2021,No,Yes,No,Average,4.2,Poor
3118,Feature Phone,50146208,Nokia,215,08-07-2018,17-02-2021,No,Yes,No,Average,3.98,Good
3119,Laptop,92800748,Apple,MacBook,31-10-2016,11-01-2021,Yes,Yes,Yes,Good,17.31,Good
3120,Smart Phone,65950241,OnePlus,OnePlus nord,30-04-2017,27-05-2021,No,Yes,Yes,Good,19.71,Poor
3121,Laptop,59518730,HP,Probook,19-07-2018,06-02-2021,No,Yes,Yes,Poor,2.56,Average
3122,Feature Phone,79126755,Nokia,225,15-11-2019,12-06-2021,No,No,No,Poor,3.79,Poor
3123,Feature Phone,66336884,Samsung,225,08-11-2019,12-04-2021,No,Yes,Yes,Average,5.2,Average
3124,Laptop,1753998,HP,Pavilion,16-07-2016,24-07-2021,No,Yes,No,Good,9.76,Good
3125,Feature Phone,68564827,Nokia,8000,08-12-2016,25-03-2021,No,No,No,Poor,1.36,Good
3126,Feature Phone,80185512,Nokia,125,04-06-2019,04-04-2021,No,Yes,No,Good,4.51,Average
3127,Smart Phone,39930125,OnePlus,OnePlus 8,21-10-2017,11-07-2021,No,Yes,Yes,Good,12.97,Poor
3128,Feature Phone,43775132,Nokia,225,21-03-2017,11-07-2021,Yes,No,Yes,Good,15.77,Good
3129,Feature Phone,35096511,Samsung,225,13-01-2020,19-06-2021,No,No,No,Good,12.35,Poor
3130,Smart Phone,77411112,Nokia,X10,02-04-2019,16-04-2021,Yes,No,Yes,Poor,3.83,Average
3131,Smart Phone,4643999,Blackberry,Passport,29-03-2017,15-03-2021,No,Yes,No,Poor,4.32,Average
3132,Smart Phone,75624163,OnePlus,OnePlus 7,17-11-2017,05-08-2021,No,No,Yes,Average,9.9,Average
3133,Feature Phone,4686903,Samsung,225,11-08-2016,03-05-2021,No,No,No,Poor,2.95,Good
3134,Smart Phone,32039733,Samsung,Galaxy A8s,27-12-2016,21-06-2021,No,Yes,No,Good,18.54,Poor
3135,Feature Phone,44772666,Nokia,8000,03-05-2016,21-06-2021,No,No,No,Good,15.1,Average
3136,Laptop,62601740,HP,Pavilion,19-09-2015,07-07-2021,No,Yes,No,Poor,4.59,Good
3137,Smart Phone,6067748,Blackberry,Keyone,17-11-2014,11-05-2021,Yes,No,Yes,Good,15.85,Average
3138,Smart Phone,92931749,Apple,Iphone 11,30-12-2014,22-03-2021,No,No,No,Average,2.71,Average
3139,Feature Phone,27161074,Nokia,8000,24-10-2019,03-05-2021,No,Yes,No,Good,6.17,Average
3140,Laptop,77647214,Lenovo,Ideapad,06-09-2020,24-05-2021,No,No,No,Poor,4.39,Poor
3141,Laptop,55949354,HP,EliteBook,05-10-2016,04-06-2021,No,No,No,Average,6.97,Poor
3142,Laptop,45530852,Lenovo,Ideapad,19-04-2019,17-01-2021,Yes,Yes,Yes,Poor,1.58,Good
3143,Laptop,79908498,HP,Probook,26-06-2018,10-06-2021,No,No,No,Average,8.42,Poor
3144,Smart Phone,8648464,Apple,Iphone 7,26-10-2017,25-05-2021,Yes,No,Yes,Poor,2.51,Good
3145,Feature Phone,50168231,Samsung,8000,22-12-2015,05-05-2021,No,Yes,Yes,Poor,4.57,Poor
3146,Smart Phone,94957716,Samsung,Galaxy S9,26-09-2016,05-05-2021,No,Yes,No,Poor,3.49,Poor
3147,Laptop,36023370,Lenovo,Ideapad,24-05-2015,13-04-2021,Yes,Yes,Yes,Average,8.86,Poor
3148,Laptop,1876055,Apple,ProBook,04-02-2018,22-07-2021,No,Yes,No,Poor,1.1,Average
3149,Laptop,62064408,Lenovo,ThinkPad,20-03-2018,18-02-2021,No,No,No,Average,8.6,Average
3150,Laptop,27102039,Lenovo,ThinkPad,08-05-2017,28-04-2021,Yes,Yes,Yes,Good,4.12,Average
3151,Laptop,25667349,Dell,Vostro,21-01-2019,13-01-2021,Yes,Yes,Yes,Good,3.57,Poor
3152,Feature Phone,50659234,Samsung,6300,19-02-2018,23-03-2021,No,Yes,No,Good,9.32,Poor
3153,Smart Phone,61225251,OnePlus,OnePlus 9R,11-10-2019,30-06-2021,No,Yes,No,Good,13.81,Good
3154,Laptop,49672312,Dell,Vostro,28-06-2020,04-07-2021,No,No,No,Poor,3.23,Average
3155,Laptop,10665633,HP,EliteBook,17-09-2020,12-05-2021,Yes,Yes,Yes,Poor,1.18,Poor
3156,Laptop,56985573,Dell,Inspiron,29-05-2020,17-05-2021,No,No,No,Good,3.47,Poor
3157,Feature Phone,76396823,Samsung,225,07-04-2017,20-04-2021,No,Yes,No,Good,12.69,Good
3158,Smart Phone,2173030,Nokia,C20 Plus,14-11-2020,10-02-2021,No,No,No,Poor,3.6,Poor
3159,Laptop,72892961,Lenovo,Ideapad,13-02-2015,03-01-2021,No,No,No,Good,19.77,Average
3160,Smart Phone,47823723,OnePlus,OnePlus 7pro,02-07-2019,06-03-2021,No,Yes,Yes,Good,1.73,Good
3161,Laptop,62932806,HP,Pavilion,18-07-2015,23-07-2021,No,No,Yes,Good,15.7,Poor
3162,Laptop,75334451,Lenovo,ThinkPad,16-06-2018,12-07-2021,Yes,Yes,Yes,Average,4.31,Average
3163,Feature Phone,99609375,Samsung,225,07-01-2014,29-05-2021,No,Yes,No,Poor,2.43,Poor
3164,Feature Phone,73964971,Nokia,225,11-01-2017,22-02-2021,No,No,No,Good,19.14,Average
3165,Feature Phone,18521238,Nokia,215,30-11-2019,18-04-2021,Yes,Yes,Yes,Average,9.86,Good
3166,Feature Phone,42504023,Samsung,125,11-06-2017,31-05-2021,Yes,Yes,Yes,Good,8.26,Poor
3167,Smart Phone,92993709,Blackberry,Passport,03-12-2019,28-06-2021,No,No,Yes,Poor,3.29,Poor
3168,Smart Phone,11433,Nokia,XR20,14-12-2020,05-04-2021,No,Yes,No,Average,1.11,Poor
3169,Laptop,81755622,Dell,Inspiron,02-10-2016,19-06-2021,No,No,No,Average,4.88,Poor
3170,Feature Phone,59700302,Samsung,5310,05-09-2018,08-01-2021,No,No,No,Average,9.72,Average
3171,Smart Phone,85582194,Blackberry,Torch,25-02-2016,28-04-2021,No,No,Yes,Poor,2.99,Good
3172,Feature Phone,33816173,Nokia,225,29-04-2020,23-07-2021,Yes,Yes,Yes,Good,6.26,Poor
3173,Smart Phone,21009365,Oppo,Find 7,06-10-2020,07-01-2021,No,No,Yes,Poor,2.22,Average
3174,Smart Phone,12610877,Samsung,Galaxy S9,15-11-2018,27-01-2021,Yes,No,Yes,Average,4.3,Average
3175,Feature Phone,27058039,Nokia,8000,20-12-2015,28-03-2021,No,Yes,No,Average,6.24,Good
3176,Smart Phone,58823583,Blackberry,Aurora,14-11-2019,15-01-2021,No,Yes,No,Good,19.58,Average
3177,Smart Phone,92558069,Oppo,N1,02-08-2016,26-02-2021,No,Yes,No,Poor,1.56,Poor
3178,Laptop,39942364,Dell,Inspiron,02-11-2019,27-03-2021,No,Yes,Yes,Average,6.51,Average
3179,Laptop,71494326,Lenovo,Ideapad,23-10-2014,22-06-2021,Yes,No,Yes,Good,13.9,Average
3180,Smart Phone,1479546,Samsung,Galaxy J7 duo,11-10-2020,25-02-2021,No,No,Yes,Average,9.6,Good
3181,Smart Phone,74372003,Nokia,T20,18-05-2017,30-06-2021,No,No,No,Poor,3.2,Good
3182,Laptop,3410837,Lenovo,Ideapad,10-03-2016,06-01-2021,No,Yes,No,Average,9.35,Poor
3183,Laptop,31221719,HP,Probook,19-12-2019,15-03-2021,Yes,Yes,Yes,Poor,1.62,Average
3184,Laptop,90251948,HP,EliteBook,28-05-2018,09-02-2021,No,Yes,Yes,Poor,1.38,Poor
3185,Feature Phone,99782849,Nokia,5310,19-07-2015,27-06-2021,No,No,No,Poor,2.69,Poor
3186,Smart Phone,50229062,OnePlus,OnePlus 7pro,12-03-2015,03-05-2021,No,Yes,No,Average,1.85,Average
3187,Laptop,50259236,Dell,Inspiron,23-11-2017,18-07-2021,No,Yes,Yes,Poor,4.7,Poor
3188,Smart Phone,67778584,Blackberry,Keyone,10-12-2014,01-02-2021,No,Yes,No,Good,14.69,Poor
3189,Smart Phone,62244213,OnePlus,OnePlus 7,28-06-2020,20-06-2021,Yes,No,Yes,Poor,1.69,Good
3190,Laptop,17779166,Lenovo,Ideapad,05-09-2017,19-02-2021,No,No,No,Average,9.6,Average
3191,Feature Phone,18512618,Samsung,6300,25-05-2016,23-07-2021,Yes,No,Yes,Good,19.26,Average
3192,Feature Phone,44258061,Samsung,5310,23-01-2016,28-05-2021,No,Yes,No,Good,1.69,Good
3193,Feature Phone,54786189,Nokia,225,27-11-2016,13-03-2021,No,Yes,No,Good,11.82,Average
3194,Smart Phone,27312865,Apple,Iphone 7,11-05-2016,27-04-2021,No,Yes,No,Poor,4.84,Good
3195,Smart Phone,40371764,Samsung,Galaxy J7 duo,31-01-2016,25-02-2021,No,No,No,Good,5.1,Average
3196,Smart Phone,95568706,Samsung,Galaxy J7 duo,21-12-2015,19-05-2021,No,No,No,Average,2.75,Good
3197,Laptop,85787292,Apple,MacBook,27-06-2018,11-05-2021,No,No,Yes,Average,3.73,Good
3198,Laptop,90504334,Lenovo,ThinkPad,25-11-2016,15-02-2021,No,Yes,Yes,Poor,4.34,Poor
3199,Laptop,24369343,Apple,MacBook,07-04-2019,21-06-2021,Yes,Yes,Yes,Average,7.98,Good
3200,Feature Phone,53191229,Nokia,215,15-09-2016,29-01-2021,Yes,Yes,Yes,Poor,2.15,Poor
3201,Laptop,59750949,HP,Pavilion,10-07-2015,07-05-2021,Yes,Yes,Yes,Good,19.78,Good
3202,Laptop,62377652,Dell,Inspiron,27-06-2018,30-07-2021,Yes,No,Yes,Average,2.89,Good
3203,Laptop,48962056,Lenovo,ThinkPad,02-01-2020,29-01-2021,No,No,No,Average,9.27,Poor
3204,Smart Phone,73732679,Oppo,A11k,26-07-2019,03-01-2021,No,Yes,Yes,Average,1.97,Poor
3205,Feature Phone,70554892,Samsung,225,29-04-2015,16-02-2021,No,Yes,No,Poor,3.22,Poor
3206,Feature Phone,15967626,Nokia,5310,06-02-2020,20-06-2021,No,Yes,Yes,Poor,1.3,Average
3207,Laptop,11609971,Apple,ProBook,07-04-2016,16-04-2021,No,Yes,Yes,Poor,1.76,Good
3208,Smart Phone,32648478,Apple,Iphone 11,09-06-2015,02-01-2021,Yes,No,Yes,Poor,4.5,Poor
3209,Smart Phone,58828014,OnePlus,OnePlus 7,23-10-2019,26-06-2021,No,No,Yes,Good,9.21,Poor
3210,Laptop,51188214,Dell,Inspiron,03-05-2015,20-03-2021,Yes,Yes,Yes,Average,6.28,Poor
3211,Feature Phone,48658119,Nokia,6300,06-01-2014,06-06-2021,Yes,Yes,Yes,Poor,1.74,Good
3212,Smart Phone,9647893,Oppo,Joy,19-06-2016,21-03-2021,No,No,Yes,Good,9.76,Good
3213,Smart Phone,30470415,Blackberry,Torch,05-02-2018,10-03-2021,No,Yes,No,Average,7.41,Good
3214,Smart Phone,46966056,Samsung,Galaxy J7 duo,01-09-2018,04-04-2021,No,No,Yes,Average,8.11,Poor
3215,Smart Phone,23022638,Blackberry,Keyone,07-07-2017,19-05-2021,Yes,Yes,Yes,Poor,1.79,Average
3216,Smart Phone,51069957,Blackberry,Keyone,28-05-2018,07-01-2021,No,Yes,Yes,Average,9.17,Average
3217,Laptop,29423309,Lenovo,Ideapad,23-11-2014,05-02-2021,Yes,Yes,Yes,Good,8.89,Good
3218,Smart Phone,36332113,Blackberry,Leap,27-01-2015,27-05-2021,No,No,Yes,Poor,3.86,Average
3219,Feature Phone,38007125,Nokia,215,02-04-2019,30-06-2021,No,No,No,Poor,2.11,Good
3220,Smart Phone,93956017,Nokia,X10,24-02-2018,11-02-2021,Yes,No,Yes,Good,17.41,Average
3221,Feature Phone,89778593,Samsung,215,20-01-2015,19-03-2021,No,No,No,Poor,2.92,Good
3222,Feature Phone,17970303,Nokia,8000,10-02-2017,10-02-2021,No,Yes,Yes,Average,5.74,Poor
3223,Laptop,20450496,Lenovo,Ideapad,10-02-2014,21-05-2021,Yes,No,Yes,Good,7.28,Average
3224,Feature Phone,41517055,Nokia,5310,02-10-2014,30-06-2021,No,Yes,Yes,Good,15.72,Poor
3225,Feature Phone,42980933,Nokia,5310,24-11-2017,06-05-2021,No,Yes,No,Good,10.23,Poor
3226,Feature Phone,52809101,Nokia,5310,06-03-2016,26-07-2021,No,No,No,Average,1.84,Average
3227,Feature Phone,79493444,Samsung,8000,19-01-2020,03-05-2021,No,Yes,No,Average,8.11,Good
3228,Laptop,20612986,HP,EliteBook,26-03-2018,31-05-2021,No,Yes,No,Good,2.52,Good
3229,Laptop,55428828,Dell,Inspiron,29-01-2014,12-04-2021,No,No,No,Poor,3.42,Good
3230,Laptop,43158959,Apple,ProBook,03-01-2015,27-05-2021,No,Yes,Yes,Good,18.41,Average
3231,Feature Phone,90469138,Samsung,125,04-07-2018,05-01-2021,No,Yes,No,Poor,4.66,Average
3232,Smart Phone,44285050,Samsung,Galaxy J7 duo,09-01-2018,08-05-2021,No,No,No,Good,1.83,Poor
3233,Laptop,70541847,Lenovo,Ideapad,07-10-2014,25-02-2021,No,Yes,No,Poor,4.67,Good
3234,Feature Phone,66415633,Nokia,5310,14-07-2015,10-05-2021,No,Yes,Yes,Average,8.98,Poor
3235,Laptop,29109494,HP,Pavilion,05-05-2014,17-05-2021,No,No,No,Poor,2.15,Poor
3236,Smart Phone,60652829,Nokia,X20,24-10-2014,10-05-2021,No,No,Yes,Poor,4.17,Good
3237,Feature Phone,78768697,Nokia,5310,25-01-2019,17-04-2021,No,Yes,No,Average,5.91,Good
3238,Feature Phone,46432926,Nokia,6300,21-12-2014,02-01-2021,No,Yes,No,Average,2.51,Good
3239,Feature Phone,85281301,Nokia,8000,10-04-2014,18-01-2021,No,No,No,Poor,2.81,Average
3240,Feature Phone,27558218,Samsung,215,14-10-2015,04-03-2021,Yes,Yes,Yes,Average,5.6,Poor
3241,Laptop,6128326,Apple,ProBook,08-07-2017,28-04-2021,No,Yes,Yes,Good,12.27,Poor
3242,Laptop,33989402,Lenovo,Ideapad,02-09-2015,20-05-2021,No,Yes,No,Average,9.37,Poor
3243,Laptop,81396177,Apple,MacBook,05-09-2015,15-07-2021,No,Yes,No,Poor,4.51,Good
3244,Feature Phone,15222367,Nokia,215,18-02-2018,16-05-2021,No,Yes,Yes,Average,2.71,Good
3245,Feature Phone,32161793,Nokia,225,01-02-2020,14-01-2021,No,No,No,Good,14.18,Average
3246,Feature Phone,62685009,Nokia,225,03-12-2019,11-06-2021,No,No,Yes,Average,4.98,Good
3247,Feature Phone,38271946,Samsung,125,20-05-2020,12-04-2021,Yes,No,Yes,Good,17.69,Poor
3248,Laptop,97018933,HP,Pavilion,15-03-2019,30-05-2021,No,Yes,Yes,Good,11.24,Average
3249,Feature Phone,91293435,Samsung,225,24-04-2016,08-06-2021,No,No,No,Average,2.41,Average
3250,Smart Phone,87871432,Nokia,X100,05-01-2020,22-03-2021,No,No,No,Average,9.4,Poor
3251,Laptop,88277370,HP,Probook,12-12-2020,27-02-2021,Yes,No,Yes,Poor,4.31,Poor
3252,Feature Phone,57255897,Samsung,125,21-12-2016,03-02-2021,No,No,No,Good,19.45,Good
3253,Smart Phone,47210998,Blackberry,Keyone,22-06-2016,07-08-2021,No,No,Yes,Poor,3.56,Average
3254,Feature Phone,75144814,Nokia,125,20-07-2017,03-06-2021,No,Yes,Yes,Average,8.82,Good
3255,Laptop,43754366,HP,Pavilion,29-12-2018,22-04-2021,No,No,Yes,Poor,2.34,Good
3256,Smart Phone,13000981,Samsung,Galaxy Note 9,24-02-2019,27-06-2021,No,Yes,Yes,Good,14.33,Poor
3257,Feature Phone,65054765,Nokia,5310,18-03-2015,04-07-2021,No,No,No,Good,9.38,Good
3258,Smart Phone,90780820,Blackberry,Keyone,20-11-2020,09-04-2021,Yes,No,Yes,Average,3.77,Good
3259,Smart Phone,284806,Blackberry,Torch,17-04-2018,10-06-2021,Yes,No,Yes,Average,3.43,Average
3260,Smart Phone,93474078,Samsung,Galaxy Note 9,03-04-2018,01-06-2021,No,Yes,No,Poor,2.81,Good
3261,Feature Phone,46405005,Samsung,215,06-10-2018,26-03-2021,No,Yes,Yes,Good,2.56,Average
3262,Feature Phone,36980765,Samsung,8000,04-06-2016,17-07-2021,No,Yes,No,Poor,4.9,Good
3263,Laptop,93764971,Apple,ProBook,06-09-2014,03-04-2021,Yes,No,Yes,Good,9.44,Average
3264,Feature Phone,76207457,Nokia,6300,12-12-2015,24-04-2021,Yes,No,Yes,Average,5.54,Poor
3265,Smart Phone,37134907,Samsung,Galaxy A8s,17-03-2014,17-06-2021,No,Yes,No,Average,6.11,Poor
3266,Laptop,96380994,Dell,Inspiron,28-06-2020,08-04-2021,No,No,No,Poor,1.68,Poor
3267,Feature Phone,57812670,Samsung,225,03-07-2020,28-03-2021,No,Yes,No,Good,3.92,Average
3268,Smart Phone,7512254,OnePlus,OnePlus 8,16-12-2014,26-06-2021,No,Yes,No,Good,10.49,Poor
3269,Laptop,91674913,HP,Pavilion,29-12-2015,22-06-2021,No,Yes,No,Average,8.32,Poor
3270,Laptop,87647907,Dell,Inspiron,02-11-2019,29-07-2021,No,No,No,Poor,3.1,Poor
3271,Laptop,11041481,Apple,MacBook,11-11-2019,28-01-2021,Yes,No,Yes,Poor,2.29,Good
3272,Feature Phone,43419203,Samsung,125,21-02-2020,14-04-2021,No,No,No,Poor,3.13,Average
3273,Feature Phone,81607617,Nokia,6300,02-06-2020,18-01-2021,No,Yes,Yes,Average,4.45,Poor
3274,Feature Phone,54200135,Nokia,8000,21-10-2015,01-05-2021,Yes,No,Yes,Good,13.53,Poor
3275,Smart Phone,85296053,Apple,Iphone 11,28-02-2017,10-06-2021,No,Yes,Yes,Good,18.98,Poor
3276,Feature Phone,84996299,Samsung,125,01-10-2018,01-05-2021,No,No,Yes,Average,2.22,Good
3277,Feature Phone,89545478,Samsung,125,03-09-2018,22-07-2021,No,No,No,Average,9.35,Average
3278,Feature Phone,46417848,Samsung,5310,21-10-2015,21-02-2021,No,Yes,No,Poor,3.99,Poor
3279,Laptop,22355720,Lenovo,Ideapad,16-03-2014,06-07-2021,No,Yes,No,Average,1.71,Good
3280,Laptop,7295416,Apple,ProBook,07-06-2019,25-07-2021,No,No,No,Good,11.56,Average
3281,Smart Phone,81703296,Samsung,Galaxy A6,17-01-2019,05-02-2021,Yes,No,Yes,Poor,2.33,Good
3282,Laptop,8345356,Apple,MacBook,20-09-2017,21-01-2021,No,No,No,Poor,3.19,Good
3283,Laptop,10889862,Dell,Vostro,11-02-2018,09-06-2021,Yes,No,Yes,Good,1.5,Average
3284,Feature Phone,42726814,Samsung,8000,29-11-2015,18-01-2021,No,No,No,Average,1.97,Poor
3285,Smart Phone,44147242,Nokia,XR20,16-10-2016,27-06-2021,No,No,Yes,Poor,4.42,Poor
3286,Smart Phone,54968431,Samsung,Galaxy A8s,28-04-2015,08-03-2021,No,Yes,Yes,Poor,1.87,Average
3287,Smart Phone,18063738,Oppo,A52,19-10-2014,21-06-2021,No,Yes,Yes,Poor,3.67,Poor
3288,Smart Phone,54548718,Nokia,X100,12-05-2020,05-01-2021,No,Yes,No,Good,10.68,Average
3289,Feature Phone,30506275,Nokia,6300,06-02-2014,16-03-2021,No,No,No,Average,7.91,Poor
3290,Feature Phone,34395240,Nokia,8000,24-03-2017,29-06-2021,No,No,No,Poor,4.98,Good
3291,Laptop,3384,Lenovo,Ideapad,11-02-2017,07-02-2021,No,No,No,Poor,1.12,Poor
3292,Feature Phone,37161705,Nokia,8000,09-05-2017,09-03-2021,No,No,No,Average,6.27,Average
3293,Laptop,93143448,Apple,MacBook,10-12-2015,11-01-2021,No,No,No,Poor,1.51,Average
3294,Laptop,65093931,Dell,Vostro,03-09-2018,13-03-2021,No,Yes,Yes,Good,14.54,Good
3295,Laptop,36591930,Lenovo,ThinkPad,27-06-2015,16-03-2021,No,Yes,Yes,Average,7.31,Good
3296,Laptop,1766998,Dell,Inspiron,11-04-2019,09-06-2021,No,No,No,Average,5.56,Poor
3297,Feature Phone,1438178,Samsung,225,07-02-2018,20-06-2021,No,No,No,Poor,1.93,Poor
3298,Feature Phone,62871082,Nokia,225,04-06-2017,25-02-2021,Yes,Yes,Yes,Poor,1.21,Good
3299,Feature Phone,9357952,Samsung,225,27-04-2016,14-03-2021,Yes,No,Yes,Good,3.33,Poor
3300,Smart Phone,84017260,Apple,Iphone 11,12-02-2019,15-04-2021,Yes,Yes,Yes,Average,9.11,Poor
3301,Laptop,94722123,Dell,Inspiron,27-06-2017,22-05-2021,Yes,No,Yes,Good,14.44,Poor
3302,Feature Phone,45134326,Nokia,8000,21-02-2017,09-08-2021,No,Yes,No,Average,6.89,Average
3303,Feature Phone,80756361,Samsung,215,23-10-2016,20-02-2021,No,Yes,Yes,Good,16.96,Good
3304,Laptop,75693367,Dell,Inspiron,03-12-2019,07-01-2021,No,No,No,Average,6.31,Average
3305,Smart Phone,34106044,Apple,Iphone 7,03-07-2014,04-06-2021,No,Yes,No,Average,6.75,Poor
3306,Smart Phone,11969242,Oppo,A52,06-05-2015,24-03-2021,Yes,Yes,Yes,Average,8.72,Poor
3307,Feature Phone,3742341,Nokia,8000,07-02-2014,06-03-2021,No,Yes,No,Good,14.54,Poor
3308,Feature Phone,25865561,Samsung,125,28-05-2015,03-06-2021,No,Yes,No,Average,2.11,Poor
3309,Smart Phone,13621957,OnePlus,OnePlus 6T,13-02-2014,29-04-2021,No,Yes,No,Average,9.27,Poor
3310,Smart Phone,18945768,Samsung,Galaxy A8s,06-04-2018,18-03-2021,No,No,No,Good,9.84,Good
3311,Laptop,82174965,Lenovo,ThinkPad,18-08-2016,04-07-2021,No,No,Yes,Average,9.12,Good
3312,Feature Phone,28995760,Nokia,125,09-09-2017,02-04-2021,No,Yes,No,Good,2.14,Average
3313,Laptop,61932067,HP,Probook,27-05-2016,17-04-2021,No,No,Yes,Average,7.83,Average
3314,Laptop,1704310,Dell,Vostro,08-10-2018,05-03-2021,No,Yes,No,Average,1.19,Good
3315,Feature Phone,69773143,Nokia,8000,19-10-2017,13-03-2021,No,Yes,No,Average,7.24,Poor
3316,Laptop,6761011,Apple,ProBook,01-04-2017,17-03-2021,Yes,No,Yes,Average,6.81,Average
3317,Feature Phone,32892772,Nokia,125,09-06-2019,07-03-2021,Yes,No,Yes,Poor,3.3,Poor
3318,Laptop,81996377,HP,Pavilion,08-09-2014,01-03-2021,Yes,No,Yes,Average,7.67,Good
3319,Smart Phone,20453879,Blackberry,Aurora,09-07-2015,18-04-2021,Yes,No,Yes,Good,9.18,Good
3320,Feature Phone,40196992,Samsung,8000,29-07-2018,05-03-2021,No,Yes,No,Good,16.67,Good
3321,Smart Phone,58724453,Nokia,XR20,06-03-2020,06-01-2021,Yes,Yes,Yes,Poor,2.75,Good
3322,Laptop,59339359,Apple,MacBook,04-06-2017,23-01-2021,No,Yes,Yes,Average,2.87,Good
3323,Laptop,96065297,Dell,Inspiron,20-06-2014,06-05-2021,No,Yes,No,Poor,2.86,Poor
3324,Laptop,50528776,Dell,Vostro,04-11-2019,19-07-2021,No,Yes,Yes,Poor,2.74,Average
3325,Feature Phone,79168250,Samsung,8000,28-08-2016,22-07-2021,Yes,No,Yes,Average,7.2,Poor
3326,Laptop,37119843,HP,EliteBook,25-11-2015,02-01-2021,Yes,No,Yes,Average,1.65,Poor
3327,Smart Phone,13395360,OnePlus,OnePlus 7pro,03-03-2018,07-01-2021,No,No,No,Average,2.97,Poor
3328,Laptop,99272197,Apple,MacBook,21-12-2018,31-01-2021,No,Yes,Yes,Average,8.41,Average
3329,Laptop,68976064,Dell,Vostro,01-07-2015,31-05-2021,Yes,No,Yes,Good,1.28,Poor
3330,Feature Phone,82342319,Nokia,8000,24-12-2018,10-01-2021,Yes,Yes,Yes,Average,5.99,Good
3331,Laptop,44399696,Dell,Vostro,24-12-2019,29-05-2021,No,No,No,Poor,4.91,Good
3332,Laptop,92783706,Dell,Inspiron,02-05-2014,11-03-2021,Yes,No,Yes,Average,3.96,Average
